Salary
400000
400000
1000000
300000
600000
100000
192000
400000
300000
600000
300000
240000
900000
24000
600000
228000
600000
360000
1000000
500000
408000
300000
800000
228000
100000
500000
200000
500000
228000
708000
396000
700000
500000
500000
900000
200000
228000
400000
600000
400000
500000
216000
216000
300000
540000
400000
500000
400000
100000
252000
700000
100000
200000
156000
348000
600000
300000
864000
120000
400000
168000
400000
96000
1000000
420000
240000
72000
700000
396000
264000
500000
1000000
672000
276000
800000
200000
492000
600000
300000
300000
432000
200000
1188000
500000
500000
300000
1000000
400000
500000
732000
120000
684000
500000
800000
400000
200000
2800000
852000
700000
1200000
900000
400000
228000
400000
400000
252000
2300000
300000
400000
1000000
84000
468000
800000
300000
900000
700000
900000
700000
264000
240000
600000
120000
408000
1000000
228000
400000
500000
300000
700000
500000
500000
228000
500000
600000
1000000
216000
1200000
1300000
400000
120000
192000
1000000
200000
600000
300000
2200000
144000
672000
312000
348000
480000
500000
200000
228000
400000
408000
500000
432000
900000
800000
600000
2100000
1900000
180000
500000
300000
400000
252000
500000
200000
192000
100000
900000
360000
1400000
400000
252000
400000
300000
400000
800000
408000
624000
1400000
400000
240768
500000
300000
400000
600000
300000
1000000
216000
800000
576000
720000
2000000
600000
744000
1200000
216000
1100000
400000
300000
720000
120000
144000
120000
636000
1000000
200000
7100000
600000
1200000
360000
708000
300000
900000
180000
1300000
228000
600000
800000
648000
288000
372000
1300000
400000
300000
300000
192000
1200000
600000
600000
600000
504000
288000
1400000
500000
444000
800000
300000
400000
300000
252000
400000
400000
200000
1500000
384000
1900000
672000
600000
516000
588000
300000
200000
1000000
2100000
300000
168000
264000
1100000
300000
600000
552000
372000
1600000
1000000
1000000
168000
1400000
540000
144000
800000
800000
900000
2400000
168000
200000
700000
600000
200000
500000
1800000
156000
300000
400000
300000
1000000
336000
300000
228000
800000
300000
1128000
288000
228000
600000
600000
1000000
900000
800000
276000
1100000
400000
400000
800000
800000
600000
1000000
400000
400000
300000
2500000
336000
240000
1200000
500000
1200000
6900000
468000
800000
400000
300000
300000
400000
1600000
2200000
100000
1000000
288000
216000
2000000
600000
288000
100000
132000
700000
1100000
1100000
324000
744000
1000000
108000
700000
1000000
300000
1000000
372000
396000
60000
300000
396000
1200000
1500000
500000
348000
408000
672000
400000
1000000
1200000
672000
900000
192000
400000
264000
1200000
1152000
100000
1000000
700000
200000
960000
180000
400000
300000
300000
324000
192000
400000
900000
200000
1400000
240000
276000
500000
120000
252000
1300000
400000
300000
500000
1200000
500000
264000
1300000
300000
500000
600000
1600000
1100000
500000
312000
600000
660000
500000
200000
100000
700000
1200000
576000
700000
192000
600000
300000
144000
228000
500000
192000
72000
400000
200000
600000
1700000
1400000
264000
300000
108000
600000
348000
288000
200000
800000
132000
600000
1400000
864000
168000
1200000
804000
200000
288000
180000
500000
100000
700000
516000
200000
408000
500000
800000
900000
1200000
100000
600000
420000
300000
400000
2500000
800000
576000
2100000
132000
500000
1400000
900000
396000
1000000
180000
400000
600000
372000
600000
900000
400000
108000
600000
300000
300000
400000
684000
600000
700000
700000
384000
168000
500000
200000
500000
400000
156000
600000
120000
960000
400000
500000
1100000
1800000
372000
700000
500000
1400000
800000
1200000
200000
288000
900000
1056000
1600000
700000
200000
500000
528000
180000
600000
300000
400000
1092000
1000000
300000
240000
700000
400000
132000
120000
600000
400000
144000
600000
216000
407616
1000000
500000
400000
300000
1500000
216000
300000
492000
200000
408000
800000
300000
300000
1300000
288000
400000
180000
300000
444000
1200000
300000
300000
200000
600000
60000
576000
1400000
1000000
600000
576000
540000
180000
180000
288000
500000
500000
800000
60000
204000
264000
300000
1400000
100000
100000
420000
900000
800000
1200000
1800000
800000
264000
400000
300000
204000
1100000
348000
500000
800000
600000
156000
240000
700000
360000
100000
600000
1700000
2000000
400000
800000
400000
2000000
800000
500000
900000
900000
780000
400000
1600000
180000
500000
300000
48000
2500000
1800000
1700000
588000
800000
1500000
700000
1300000
504000
400000
1600000
500000
600000
600000
700000
2000000
800000
400000
1300000
700000
1300000
600000
400000
400000
180000
1400000
360000
700000
500000
400000
120384
1400000
564000
600000
1500000
2700000
1500000
2200000
900000
840000
900000
1200000
1200000
400000
800000
1600000
900000
576000
372000
1700000
672000
516000
624000
900000
1200000
200000
2000000
444000
1600000
2500000
1300000
1400000
900000
1400000
3900000
1400000
500000
400000
1400000
200000
700000
800000
1068000
1100000
1900000
1400000
900000
700000
900000
600000
800000
660000
864000
1300000
700000
2100000
800000
1700000
1600000
900000
288000
1000000
700000
1300000
1800000
1300000
200000
1032000
1400000
432000
1100000
900000
1500000
1100000
2300000
1000000
2200000
300000
2200000
636000
2000000
1200000
700000
500000
1000000
1100000
1000000
648000
1000000
3600000
1200000
288000
1500000
1300000
1300000
1200000
600000
1500000
1200000
3700000
800000
576000
300000
1200000
2100000
1600000
600000
700000
1600000
500000
912000
2000000
1400000
700000
624000
500000
576000
300000
192000
468000
72000
120000
300000
300000
228000
216000
324000
144000
228000
300000
500000
600000
600000
600000
900000
360000
300000
1300000
204000
1100000
360000
700000
700000
384000
168000
200000
276000
200000
800000
312000
200000
360000
500000
120000
600000
348000
288000
400000
300000
700000
288000
400000
500000
600000
600000
132000
200000
500000
300000
360000
300000
1200000
2000000
132000
400000
360000
456000
288000
588000
360000
400000
1400000
1152000
1600000
1900000
2900000
456000
1700000
900000
700000
120000
1700000
1000000
400000
1000000
552000
348000
1800000
2900000
996000
1000000
800000
1000000
600000
1128000
1500000
4200000
1700000
900000
2800000
2100000
3000000
800000
2200000
1700000
3800000
2000000
444000
300000
216000
144000
180000
500000
528000
1000000
25344
300000
456000
264000
200000
800000
1600000
600000
700000
336000
100000
120000
1400000
700000
1400000
468000
1200000
240000
96000
144000
168000
300000
1400000
1400000
1500000
120000
36000
500000
144000
156000
180000
348000
300000
288000
2500000
3300000
1700000
900000
400000
1500000
3800000
1500000
1500000
900000
800000
468000
300000
500000
1500000
300000
3200000
372000
816000
228000
2000000
3600000
2000000
1900000
2600000
3400000
800000
200000
324000
200000
1000000
1500000
700000
200000
900000
1000000
144000
72000
180000
228000
288000
288000
624000
1000000
228000
118272
500000
228000
180000
200000
408000
312000
612000
372000
500000
180000
264000
300000
500000
1700000
480000
1200000
300000
708000
480000
720000
624000
1200000
348000
300000
120000
468000
300000
700000
300000
400000
500000
600000
864000
1200000
500000
500000
300000
500000
1000000
400000
500000
700000
100000
800000
500000
132000
348000
800000
300000
600000
300000
300000
432000
300000
400000
288000
300000
500000
600000
144000
900000
500000
168000
816000
200000
432000
300000
504000
400000
216000
252000
900000
800000
500000
120000
96000
200000
100000
900000
300000
1400000
384000
288000
120000
300000
144000
324000
400000
324000
276000
500000
400000
600000
300000
300000
240000
300000
1300000
400000
300000
960000
252000
312000
456000
348000
240000
216000
300000
312000
600000
1100000
996000
500000
400000
900000
500000
600000
372000
200000
200000
300000
300000
600000
100000
600000
300000
984000
400000
348000
108000
264000
200000
900000
216000
396000
492000
500000
400000
100000
100000
192000
288000
312000
360000
100000
200000
500000
600000
300000
300000
300000
564000
360000
300000
600000
180000
200000
252000
1164000
300000
144000
564000
1152000
700000
240000
552000
324000
648000
396000
2300000
600000
400000
300000
108000
600000
600000
372000
200000
228000
100000
228000
200000
804000
156000
500000
400000
204000
200000
360000
720000
400000
324000
696000
1100000
1100000
300000
408000
192000
192000
180000
700000
540000
300000
600000
1500000
800000
408000
800000
1200000
1100000
600000
1600000
1200000
1400000
420000
600000
900000
1000000
600000
1300000
400000
600000
400000
500000
700000
480000
800000
500000
708000
600000
1200000
800000
204000
800000
300000
500000
500000
288000
444000
300000
600000
400000
180000
648000
300000
168000
168000
120000
300000
200000
300000
600000
108000
300000
300000
200000
288000
60000
300000
240000
900000
144000
400000
400000
500000
500000
300000
336000
204000
228000
1900000
600000
576000
1000000
500000
396000
1400000
180000
276000
228000
312000
2000000
200000
600000
400000
100000
700000
228000
2000000
1400000
684000
200000
100000
200000
252000
800448
200000
700000
144000
600000
500000
400000
240000
400000
312000
312000
500000
200000
300000
360000
264000
252000
100000
700000
800000
120000
200000
192000
700000
1300000
216000
288000
1000000
1400000
1200000
1800000
800000
700000
1100000
252000
1000000
500000
1000000
200000
264000
400000
204000
400000
216000
600000
200000
288000
600000
300000
312000
300000
180000
